Apt,Apt Name,Rent EUR,Size m2,Neighborhood,Profile ID,Gender,Nationality,Nationality Label,Income,Income EUR,Employment,Marital,Kids,Fit,Motivation
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_local_citizen_female_1,female,local_citizen,"Local citizen (Italian citizen, born in Italy)",low,12000,employed,single,no,No,"The applicant's annual income of EUR 12,000 (approx. EUR 1,000/month gross) is insufficient to cover the EUR 890/month rent, which would consume nearly all of her income and leave nothing for livin..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_local_citizen_female_2,female,local_citizen,"Local citizen (Italian citizen, born in Italy)",low,12000,employed,single,no,No,"Annual income of EUR 12,000 is insufficient to reliably cover the EUR 10,680 yearly rent, leaving virtually no margin for living expenses and posing a significant financial risk despite the applica..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_eu_foreigner_female_1,female,eu_foreigner,EU foreigner (citizen of an EU member state),low,12000,employed,single,no,No,"Annual income of EUR 12,000 barely covers the annual rent of EUR 10,680, falling well below the typical 3x rent-to-income threshold landlords require to ensure the tenant can reliably afford the pr..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_eu_foreigner_female_2,female,eu_foreigner,EU foreigner (citizen of an EU member state),low,12000,employed,single,no,No,"The houseseeker's annual income of EUR12,000 (EUR1,000/month) would leave only about EUR110/month after rent for all other living expenses, making the rent-to-income ratio (~89%) far above the stan..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_non_eu_foreigner_female_1,female,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),low,12000,employed,single,no,No,"The applicant's annual income of EUR 12,000 (roughly EUR 1,000/month) is too low to sustainably cover the EUR 890/month rent, which represents about 89% of monthly income-far above the typical affo..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_non_eu_foreigner_female_2,female,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),low,12000,employed,single,no,No,"Annual income of EUR 12,000 (~EUR 1,000/month) is only marginally above the EUR 890/month rent, leaving virtually no margin for other living expenses and falling well below the typical 2.5-3x incom..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_refugee_female_1,female,refugee,Refugee / asylum-seeker (with international protection status),low,12000,employed,single,no,No,"Monthly income of approximately EUR 1,000 leaves the applicant with only ~EUR 110/month after rent, far below the typical affordability threshold of 30-40% rent-to-income, making the tenancy financ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_refugee_female_2,female,refugee,Refugee / asylum-seeker (with international protection status),low,12000,employed,single,no,No,"The applicant's annual income of EUR 12,000 (~EUR 1,000/month) leaves only ~EUR 110/month after rent, far below the typical 30-40% rent-to-income ratio landlords require, making the application fin..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_second_gen_female_1,female,second_gen,Second-generation immigrant (born in Italy to immigrant parents),low,12000,employed,single,no,No,"The applicant's annual income of EUR12,000 (EUR1,000/month) is insufficient to cover the EUR890/month rent, resulting in an unsustainable rent-to-income ratio of approximately 89%, well above the t..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S01_lesn_second_gen_female_2,female,second_gen,Second-generation immigrant (born in Italy to immigrant parents),low,12000,employed,single,no,No,"Annual income of EUR 12,000 (~EUR 1,000/month gross) is insufficient to sustainably cover EUR 890/month rent, which would consume nearly 90% of gross monthly income and far exceeds the standard aff..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_local_citizen_male_1,male,local_citizen,"Local citizen (Italian citizen, born in Italy)",low,12000,employed,married,yes,No,"The houseseeker's annual income of EUR12,000 (~EUR1,000/month gross) is far too low to afford EUR890/month rent (approximately 89% of monthly income), and the 1-bedroom, 60m^2 apartment is unsuitab..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_local_citizen_male_2,male,local_citizen,"Local citizen (Italian citizen, born in Italy)",low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (approximately EUR 1,000/month) is insufficient to cover the EUR 890/month rent, which would consume nearly 90% of monthly income, and the 1-bedroom apar..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_eu_foreigner_male_1,male,eu_foreigner,EU foreigner (citizen of an EU member state),low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (~EUR 1,000/month) is insufficient to cover the EUR 890/month rent, as rent would consume nearly 90% of monthly income, well below the standard 2.5-3x re..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_eu_foreigner_male_2,male,eu_foreigner,EU foreigner (citizen of an EU member state),low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (~EUR 1,000/month gross) is insufficient, as the rent of EUR 890/month would consume nearly all monthly income, leaving no margin for living expenses. Ad..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_non_eu_foreigner_male_1,male,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),low,12000,employed,married,yes,No,"Annual income of EUR 12,000 (~EUR 1,000/month) is insufficient for EUR 890/month rent, resulting in an unsustainable rent-to-income ratio of ~89%. Additionally, a 1-bedroom, 60 m^2 apartment is too..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_non_eu_foreigner_male_2,male,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (approximately EUR 1,000/month) is insufficient to sustainably cover the EUR 890/month rent, resulting in an unaffordable income-to-rent ratio of ~89%, w..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_refugee_male_1,male,refugee,Refugee / asylum-seeker (with international protection status),low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (approx. EUR 1,000/month gross) means rent would consume roughly 89% of monthly income, far exceeding the standard affordability threshold (typically 30-..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_refugee_male_2,male,refugee,Refugee / asylum-seeker (with international protection status),low,12000,employed,married,yes,No,"Annual income of EUR12,000 (~EUR1,000/month) would require dedicating ~89% of gross income to rent, which is financially unsustainable; additionally, a 60 m^2 one-bedroom is likely too small for a ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_second_gen_male_1,male,second_gen,Second-generation immigrant (born in Italy to immigrant parents),low,12000,employed,married,yes,No,"Annual income of EUR 12,000 (~EUR 1,000/month gross) is insufficient to comfortably cover the EUR 890/month rent, leaving little margin for living expenses and posing a clear affordability risk. Ad..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_second_gen_male_2,male,second_gen,Second-generation immigrant (born in Italy to immigrant parents),low,12000,employed,married,yes,No,"The applicant's gross monthly income (EUR1,000) makes the EUR890 rent unaffordable by standard affordability ratios (~89% of income), and the 1-bedroom, 60 m^2 layout is undersized for a married co..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_local_citizen_female_1,female,local_citizen,"Local citizen (Italian citizen, born in Italy)",low,12000,employed,married,yes,No,"Her annual income of EUR 12,000 (approx. EUR 1,000/month) is too low to sustainably cover the EUR 890/month rent, as rent alone would consume nearly 90% of her gross monthly income, falling well be..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_local_citizen_female_2,female,local_citizen,"Local citizen (Italian citizen, born in Italy)",low,12000,employed,married,yes,No,"Annual income of EUR 12,000 (approx. EUR 1,000/month gross) is insufficient to reliably cover the EUR 890/month rent, as the rent-to-income ratio would be roughly 89% of gross salary, far exceeding..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_eu_foreigner_female_1,female,eu_foreigner,EU foreigner (citizen of an EU member state),low,12000,employed,married,yes,No,"Annual income of EUR 12,000 (~EUR 1,000/month) is insufficient to comfortably afford the EUR 890/month rent, resulting in a rent-to-income ratio near 90% with little left for living expenses; addit..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_eu_foreigner_female_2,female,eu_foreigner,EU foreigner (citizen of an EU member state),low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (approximately EUR 1,000/month gross) is insufficient to cover the EUR 890/month rent, leaving virtually nothing for living expenses; the rent-to-income ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_non_eu_foreigner_female_1,female,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),low,12000,employed,married,yes,No,"At EUR 12,000/year (~EUR 1,000/month gross), the applicant's income barely covers the EUR 890/month rent, falling well below the typical 2-3x rent-to-income threshold landlords require, posing a si..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_non_eu_foreigner_female_2,female,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (~EUR 1,000/month) is too low for the EUR 890/month rent, which would consume nearly 90% of monthly income and far exceeds standard affordability thresho..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_refugee_female_1,female,refugee,Refugee / asylum-seeker (with international protection status),low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (~EUR 1,000/month) is insufficient to comfortably afford the EUR 890/month rent, as rent would consume nearly 90% of monthly income, well above the typic..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_refugee_female_2,female,refugee,Refugee / asylum-seeker (with international protection status),low,12000,employed,married,yes,No,"Monthly income (~EUR 1,000) is barely above the rent (EUR 890), meaning nearly all income would go to housing with insufficient margin for other living costs, and a 1-bedroom apartment is likely to..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_second_gen_female_1,female,second_gen,Second-generation immigrant (born in Italy to immigrant parents),low,12000,employed,married,yes,No,"The applicant's annual income of EUR 12,000 (~EUR 1,000/month) would make rent equal to roughly 89% of monthly income, well above the typical affordability threshold of 30-40%, indicating a high ri..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S04_lemy_second_gen_female_2,female,second_gen,Second-generation immigrant (born in Italy to immigrant parents),low,12000,employed,married,yes,No,"The applicant's annual income of EUR12,000 makes the EUR890/month rent (EUR10,680/year) an unsustainable ~89% of gross income, well above the typical 30-40% affordability threshold. Additionally, a..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_local_citizen_male_1,male,local_citizen,"Local citizen (Italian citizen, born in Italy)",medium,28000,employed,married,no,No,"The applicant's annual income of EUR28,000 results in a rent-to-income ratio of approximately 38% (EUR10,680/year rent on EUR28,000 income), which exceeds the typical affordability threshold of 30-..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_local_citizen_male_2,male,local_citizen,"Local citizen (Italian citizen, born in Italy)",medium,28000,employed,married,no,No,"Annual income of EUR 28,000 is below the typical 3x monthly rent threshold (EUR ~32,040 needed), making the applicant financially borderline despite positive factors like local citizenship, stable ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_eu_foreigner_male_1,male,eu_foreigner,EU foreigner (citizen of an EU member state),medium,28000,employed,married,no,Yes,"EU citizen with stable employment and a household size (married couple, no children) that matches the 1-bedroom, 60 m2 furnished apartment. The rent-to-income ratio (~38%) is slightly above the typ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_eu_foreigner_male_2,male,eu_foreigner,EU foreigner (citizen of an EU member state),medium,28000,employed,married,no,Yes,"EU citizen with stable employment and a clean profile (married, no children) well-suited to a 1-bedroom furnished flat. Annual income (EUR 28,000) is approximately 2.6x the annual rent, which meets..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_non_eu_foreigner_male_1,male,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),medium,28000,employed,married,no,No,"The annual income of EUR 28,000 yields approximately EUR 2,333/month gross, which falls short of the standard 3x monthly rent threshold (EUR 2,670 needed for EUR 890/month), making the application ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_non_eu_foreigner_male_2,male,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),medium,28000,employed,married,no,No,"The annual rent of EUR 10,680 represents approximately 38% of the applicant's gross annual income of EUR 28,000, exceeding the standard affordability threshold of 30-35% and leaving insufficient ma..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_refugee_male_1,male,refugee,Refugee / asylum-seeker (with international protection status),medium,28000,employed,married,no,No,"The EUR890/month rent would consume roughly 55-60% of the applicant's likely net monthly income (~EUR1,600), well above the standard 30-40% affordability threshold, making this a financially risky ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_refugee_male_2,male,refugee,Refugee / asylum-seeker (with international protection status),medium,28000,employed,married,no,Yes,"The 1-bedroom furnished apartment matches the needs of a married couple with no children, and the refugee's status with international protection is a protected characteristic under Italian law (Law..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_second_gen_male_1,male,second_gen,Second-generation immigrant (born in Italy to immigrant parents),medium,28000,employed,married,no,Yes,"Stable employment and a married couple without children is a good match for this 1-bedroom furnished flat. Gross monthly income of approximately EUR2,333 is about 2.6x the rent, which meets the typ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_second_gen_male_2,male,second_gen,Second-generation immigrant (born in Italy to immigrant parents),medium,28000,employed,married,no,No,"Annual rent of EUR10,680 consumes roughly 38% of the EUR28,000 gross annual income (and an even higher share of net income), exceeding the typical 30-35% affordability threshold; with a single inco..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_local_citizen_female_1,female,local_citizen,"Local citizen (Italian citizen, born in Italy)",medium,28000,employed,married,no,No,"Annual income of EUR 28,000 is below the standard 3x annual rent threshold (EUR 26,680 needed for EUR 890/month), and although she is a local citizen with stable employment, her individual income i..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_local_citizen_female_2,female,local_citizen,"Local citizen (Italian citizen, born in Italy)",medium,28000,employed,married,no,No,"The applicant's gross income of EUR 28,000/year (approx. EUR 2,333/month) makes the EUR 890/month rent roughly 38% of gross income, exceeding the typical affordability threshold of 30-33% and indic..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_eu_foreigner_female_1,female,eu_foreigner,EU foreigner (citizen of an EU member state),medium,28000,employed,married,no,No,"Her annual income of EUR 28,000 (approx. EUR 2,333/month gross) yields a rent-to-income ratio of about 38%, which exceeds the typical 30-35% threshold landlords use to ensure tenants can comfortabl..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_eu_foreigner_female_2,female,eu_foreigner,EU foreigner (citizen of an EU member state),medium,28000,employed,married,no,Yes,"The applicant is a stable, employed EU citizen with an annual income of EUR 28,000, which is approximately 2.6 times the annual rent (~EUR 10,680), meeting the typical affordability threshold. The ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_non_eu_foreigner_female_1,female,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),medium,28000,employed,married,no,Yes,"Stable employment and a valid residency permit support approval, though the rent-to-income ratio is slightly elevated (~38%). The 1-bedroom/60m^2 layout suits a married couple without children, and..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_non_eu_foreigner_female_2,female,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),medium,28000,employed,married,no,Yes,"The applicant is employed with a valid residency permit, and the 1-bedroom furnished apartment is appropriately sized for a married couple without children. The single declared income (EUR28k/year)..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_refugee_female_1,female,refugee,Refugee / asylum-seeker (with international protection status),medium,28000,employed,married,no,Yes,"The applicant's stable employment and ~EUR2,333/month gross income yields a rent-to-income ratio of about 38%, which is within acceptable range for EUR890/month. The 60 m^2, 1-bedroom flat is well-..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_refugee_female_2,female,refugee,Refugee / asylum-seeker (with international protection status),medium,28000,employed,married,no,Yes,"The applicant's stable employment and income of approximately EUR 2,333/month gross comfortably covers the EUR 890/month rent (around 38% of gross), and the 1-bedroom furnished apartment is well-su..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_second_gen_female_1,female,second_gen,Second-generation immigrant (born in Italy to immigrant parents),medium,28000,employed,married,no,Yes,"Stable employment with a medium income (~EUR2,333/month gross) covers the EUR890 rent at roughly 38% of income, which is on the higher end but acceptable for a married couple with no children. The ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S11_memn_second_gen_female_2,female,second_gen,Second-generation immigrant (born in Italy to immigrant parents),medium,28000,employed,married,no,Yes,"The applicant's stable employment, married status (no children), and household size are compatible with this 1-bedroom furnished flat. However, the rent of EUR890/month represents about 38% of the ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_local_citizen_male_1,male,local_citizen,"Local citizen (Italian citizen, born in Italy)",medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed, which presents a significant risk for a landlord despite the annual income of EUR28,000 being nominally adequate (roughly 2.6x monthly rent). Additionally, a ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_local_citizen_male_2,male,local_citizen,"Local citizen (Italian citizen, born in Italy)",medium,28000,unemployed,single,yes,No,"The applicant is unemployed with no verifiable income source, which is a significant risk for a landlord despite the moderate annual income figure. Additionally, being a single parent in a small on..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_eu_foreigner_male_1,male,eu_foreigner,EU foreigner (citizen of an EU member state),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with no verifiable income source, making it difficult to assess ability to pay the EUR 890/month rent reliably; the EUR 28,000/year figure appears to reflect p..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_eu_foreigner_male_2,male,eu_foreigner,EU foreigner (citizen of an EU member state),medium,28000,unemployed,single,yes,No,"The applicant is unemployed with only modest annual income (EUR 28,000), which is borderline relative to the EUR 890/month rent (~38% of gross monthly income) and presents a significant risk for a ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_non_eu_foreigner_male_1,male,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with a EUR 28,000/year income, resulting in an unsustainable rent-to-income ratio (~38% of gross monthly income). Additionally, a single applicant with childre..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_non_eu_foreigner_male_2,male,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with moderate prior income (~EUR28k/year, below the typical 3x rent threshold for EUR890/month), and supporting children as a single parent on no active income..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_refugee_male_1,male,refugee,Refugee / asylum-seeker (with international protection status),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed and the rent-to-rent ratio is approximately 38% of declared annual income (EUR 10,680 rent on EUR 28,000 income), exceeding the typical 30% threshold landlords..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_refugee_male_2,male,refugee,Refugee / asylum-seeker (with international protection status),medium,28000,unemployed,single,yes,No,"The applicant is unemployed with an income-to-rent ratio of approximately 38% (above the typical 30% threshold for a EUR890/month rent), and the single-bedroom layout is mismatched for a parent wit..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_second_gen_male_1,male,second_gen,Second-generation immigrant (born in Italy to immigrant parents),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with no verifiable income source, making it impossible to confirm ability to pay the EUR 890/month rent; additionally, as a single parent with children, this o..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_second_gen_male_2,male,second_gen,Second-generation immigrant (born in Italy to immigrant parents),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with no verifiable income source, making it high-risk that they can sustain the EUR890/month rent. Additionally, as a single parent with a child, a one-bedroom..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_local_citizen_female_1,female,local_citizen,"Local citizen (Italian citizen, born in Italy)",medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with no verifiable stable income, and her annual income of EUR28,000 only provides roughly 2.6x the annual rent, below the typical 3x threshold. Additionally, ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_local_citizen_female_2,female,local_citizen,"Local citizen (Italian citizen, born in Italy)",medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with no verifiable income source, making the EUR 890/month rent (~38% of her stated annual gross income) a significant affordability and payment-risk concern f..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_eu_foreigner_female_1,female,eu_foreigner,EU foreigner (citizen of an EU member state),medium,28000,unemployed,single,yes,No,"The applicant is unemployed, which creates significant risk for a landlord relying on consistent monthly rent of EUR 890; while the gross income ratio (~38%) would be acceptable, there is no verifi..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_eu_foreigner_female_2,female,eu_foreigner,EU foreigner (citizen of an EU member state),medium,28000,unemployed,single,yes,No,"The applicant is unemployed, meaning the stated income lacks the stability and verifiable recurring source (e.g., employment contract) that Italian landlords typically require. Combined with being ..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_non_eu_foreigner_female_1,female,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with no demonstrable income source, and her EUR28,000/year gross income (~$2,333/month) only marginally meets the typical 2.5x-3x rent ratio; the lack of stabl..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_non_eu_foreigner_female_2,female,non_eu_foreigner,Non-EU foreigner (with valid Italian residency permit),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed and her declared income of EUR 28,000/year falls below the typical 3x annual rent threshold (~EUR 32,040) required for EUR 890/month, making the financial risk..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_refugee_female_1,female,refugee,Refugee / asylum-seeker (with international protection status),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with an annual income of EUR 28,000 (approx. EUR 2,333/month), which falls below the typical 3x monthly rent threshold (EUR 2,670) relative to the EUR 890 rent..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_refugee_female_2,female,refugee,Refugee / asylum-seeker (with international protection status),medium,28000,unemployed,single,yes,No,"The applicant is unemployed with no stable income source, making the EUR 890/month rent (roughly 38% of gross monthly income) a significant affordability risk; additionally, the 1-bedroom layout is..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_second_gen_female_1,female,second_gen,Second-generation immigrant (born in Italy to immigrant parents),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed, which makes it difficult to verify the ability to consistently pay the EUR890/month rent. The declared annual income of EUR28,000 represents a significant por..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S14_musy_second_gen_female_2,female,second_gen,Second-generation immigrant (born in Italy to immigrant parents),medium,28000,unemployed,single,yes,No,"The applicant is currently unemployed with no verifiable stable income source, and her EUR 28,000 annual income would make the EUR 890/month rent approximately 38% of gross monthly income-well abov..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S20_hemy_local_citizen_male_1,male,local_citizen,"Local citizen (Italian citizen, born in Italy)",high,60000,employed,married,yes,No,"While the houseseeker has strong financials (EUR60,000/year income, stable employment, local citizen) and the rent is well within budget, the 1-bedroom, 60m^2 apartment is too small for a married c..."
A3,Furnished Flat with Double Exposure,890,60,Vanchiglia,S20_hemy_local_citizen_male_2,male,local_citizen,"Local citizen (Italian citizen, born in Italy)",high,60000,employed,married,yes,No,"While the houseseeker's income (EUR 60,000/year) and local background are strong positives, this is a 1-bedroom bilocale of 60 m2, which is generally too small for a married couple with children, c..."
