Apt,Apt Name,Rent EUR,Size m2,Neighborhood,Profile ID,Gender,Nationality,Nationality Label,Income,Income EUR,Employment,Marital,Kids,Fit,Motivation
A3,,,,,S01_lesn_eu_foreigner_female_2,,,,,,,,,No,"Annual income of EUR 12,000 (approx. EUR 1,000/month) does not comfortably cover EUR 890/month rent, as most landlords require income to be at least 2.5-3x monthly rent, leaving no margin for livin..."
A3,,,,,S01_lesn_non_eu_foreigner_female_1,,,,,,,,,No,"Annual income of EUR 12,000 is well below the typical 3x monthly rent threshold (EUR 32,040 needed); even at 2x rent ratio (EUR 21,360), the applicant falls short, indicating insufficient financial..."
A3,,,,,S01_lesn_non_eu_foreigner_female_2,,,,,,,,,No,"Annual income of EUR 12,000 (approx. EUR 1,000/month) fails to meet the standard income-to-rent ratio of at least 3x monthly rent (EUR 2,670), making the applicant unable to reliably afford the EUR..."
A3,,,,,S01_lesn_refugee_female_1,,,,,,,,,No,"Annual income of EUR 12,000 yields roughly EUR 1,000/month, and the standard rent-to-income threshold (typically 30%) would cap affordable rent near EUR 300/month, well below the EUR 890/month aski..."
A3,,,,,S01_lesn_refugee_female_2,,,,,,,,,No,"Annual income of EUR 12,000 (~EUR 1,000/month) does not meet the standard rent-to-income ratio threshold, as the EUR 890/month rent consumes nearly 90% of gross monthly income, indicating insuffici..."
A3,,,,,S01_lesn_second_gen_female_1,,,,,,,,,No,"Annual income of EUR 12,000 is well below the standard 3x monthly rent threshold (EUR 31,800), making the applicant unable to comfortably afford EUR 890/month. Housing fit otherwise matches a singl..."
A3,,,,,S01_lesn_second_gen_female_2,,,,,,,,,No,"Annual income of EUR 12,000 (~EUR 1,000/month) fails the standard 3x monthly rent income threshold for EUR 890/month, making the applicant financially ineligible despite being employed. The single-..."
A3,,,,,S04_lemy_local_citizen_male_1,,,,,,,,,No,"Annual income of EUR 12,000 (EUR 1,000/month) is insufficient to comfortably afford EUR 890/month rent, as standard ratios require gross income to be at least 2.5-3x rent. Additionally, a 60 m2 one..."
A3,,,,,S04_lemy_local_citizen_male_2,,,,,,,,,No,"Annual income of EUR 12,000 (~EUR 1,000/month) fails standard rent-to-income ratios for EUR 890/month rent, even before considering the married couple with children would likely need more space tha..."
A3,,,,,S04_lemy_eu_foreigner_male_1,,,,,,,,,No,"Annual income of EUR 12,000 (EUR 1,000/month) fails the standard rent-to-income ratio of rent being at most ~30% of income, as EUR 890 rent would consume ~89% of gross monthly income, leaving insuf..."
A3,,,,,S04_lemy_eu_foreigner_male_2,,,,,,,,,No,"Annual income of EUR 12,000 (EUR 1,000/month) fails to meet the standard rent-to-income ratio of 30% (EUR 890 rent vs EUR 300 affordable), and the 1-bedroom apartment is inadequate for a married co..."
A3,,,,,S04_lemy_non_eu_foreigner_male_1,,,,,,,,,No,"Annual income of EUR 12,000 (approx. EUR 1,000/month gross) is insufficient to comfortably cover EUR 890/month rent, and a small one-bedroom, 60 m2 apartment is undersized for a married couple with..."
A3,,,,,S04_lemy_non_eu_foreigner_male_2,,,,,,,,,No,"Annual income of EUR 12,000 (approx. EUR 1,000/month) fails standard rent-to-income thresholds, as rent alone consumes nearly the entire monthly income with nothing left for living expenses. Additi..."
A3,,,,,S04_lemy_refugee_male_1,,,,,,,,,No,"Annual income of EUR 12,000 (approx. EUR 1,000/month gross) against EUR 890/month rent yields an income-to-rent ratio of roughly 1.1x, well below the standard 3x threshold and indicating insufficie..."
A3,,,,,S04_lemy_refugee_male_2,,,,,,,,,No,"Annual income of EUR 12,000 (~EUR 1,000/month) fails to meet the standard 3x rent-to-income ratio (EUR 2,670/month required), and the 60 m2 one-bedroom is undersized for a family with children. Whi..."
A3,,,,,S04_lemy_second_gen_male_1,,,,,,,,,No,"The applicant's annual income of EUR 12,000 (roughly EUR 1,000/month) is only marginally above the EUR 890/month rent, leaving virtually no margin for living expenses, and most landlords require in..."
A3,,,,,S04_lemy_second_gen_male_2,,,,,,,,,No,"Annual income of EUR 12,000 (~EUR 1,000/month) is insufficient to comfortably cover the EUR 890/month rent, failing standard income-to-rent ratios. Additionally, the 60 m2 one-bedroom apartment is ..."
A3,,,,,S04_lemy_local_citizen_female_1,,,,,,,,,No,"Annual income of EUR 12,000 is only about 1.1x annual rent (EUR 10,680), well below the typical 3x income-to-rent ratio expected for financial qualification, despite stable employment. The 60 m2 on..."
A3,,,,,S04_lemy_local_citizen_female_2,,,,,,,,,No,"The applicant's declared income of EUR12,000/year (~EUR1,000/month) is insufficient to cover the EUR890/month rent, resulting in a rent-to-income ratio of ~89%, far exceeding the standard 30-40% af..."
A3,,,,,S04_lemy_eu_foreigner_female_1,,,,,,,,,No,"Annual income of EUR 12,000 is insufficient to meet standard rent-to-income ratios for an EUR 890/month (EUR 10,680/year) lease, where gross rent should generally not exceed 30-35% of income (~EUR ..."
A3,,,,,S04_lemy_eu_foreigner_female_2,,,,,,,,,No,"Annual income of EUR 12,000 (approx. EUR 1,000/month) is insufficient to comfortably cover rent of EUR 890/month, as standard qualification requires income at least 2.5-3x monthly rent. Additionall..."
A3,,,,,S04_lemy_non_eu_foreigner_female_1,,,,,,,,,No,"Annual income of EUR 12,000 is far below standard affordability thresholds (rent alone is ~89% of yearly income, and standard ratios require gross income to be 30-40x annual rent, i.e. EUR 27,000-3..."
A3,,,,,S04_lemy_non_eu_foreigner_female_2,,,,,,,,,No,"Annual income of EUR 12,000 (~EUR 1,000/month) is insufficient to meet the standard 3x rent-to-income ratio for EUR 890/month, and with a married couple and child, the 60 m2 one-bedroom apartment i..."
A3,,,,,S04_lemy_refugee_female_1,,,,,,,,,No,"Annual income of EUR 12,000 (EUR 1,000/month) does not provide a sufficient income-to-rent ratio to reliably cover EUR 890/month plus typical utilities and living costs, indicating financial strain..."
A3,,,,,S04_lemy_refugee_female_2,,,,,,,,,No,"The applicant's annual income of EUR 12,000 (roughly EUR 1,000/month) falls below the standard rent-to-income threshold; combined with a family that needs more space than the 60 m2 one-bedroom offe..."
A3,,,,,S04_lemy_second_gen_female_1,,,,,,,,,No,"Annual income of EUR 12,000 is far below the standard 3x rent threshold (EUR 32,040 required) for the EUR 890/month asking price, indicating the applicant cannot reliably afford the rent. Additiona..."
A3,,,,,S04_lemy_second_gen_female_2,,,,,,,,,No,"Annual income of EUR 12,000 (~EUR 1,000/month) is insufficient to comfortably cover EUR 890/month rent, as standard qualification requires income to be at least 2.5-3x rent. Additionally, the 60 m2..."
A3,,,,,S11_memn_local_citizen_male_1,,,,,,,,,No,"Annual income of EUR 28,000 (approximately EUR 2,333/month) fails the standard 3x rent rule for the EUR 890/month asking price. The housing itself is well-suited for a married couple without childr..."
A3,,,,,S11_memn_local_citizen_male_2,,,,,,,,,No,"Annual income of EUR 28,000 (~EUR 2,333/month) against EUR 890/month rent exceeds the standard 30% rent-to-income threshold (~38%), making the application financially weak. The 60 m2 one-bedroom fl..."
A3,,,,,S11_memn_eu_foreigner_male_1,,,,,,,,,Yes,"Monthly income of approximately EUR 2333 comfortably exceeds the 3x rent rule (EUR 2670 required), and stable employment supports the lease. The 60 m2 furnished apartment with double exposure in Va..."
A3,,,,,S11_memn_eu_foreigner_male_2,,,,,,,,,No,"Annual income of EUR 28,000 yields approximately EUR 2,333/month gross, and the rent of EUR 890/month would consume roughly 38% of gross income (well above the typical 30% affordability threshold),..."
A3,,,,,S11_memn_non_eu_foreigner_male_1,,,,,,,,,No,"Annual income of EUR 28,000 yields approximately EUR 2,333/month, but the standard rent-to-income threshold of 30% would require income of at least EUR 35,600 for this EUR 890/month flat, making th..."
A3,,,,,S11_memn_non_eu_foreigner_male_2,,,,,,,,,No,"Annual income of EUR 28,000 (approximately EUR 2,333/month gross) against rent of EUR 890/month yields a rent-to-income ratio of about 38%, exceeding the typical 30% affordability threshold for a s..."
A3,,,,,S11_memn_refugee_male_1,,,,,,,,,Yes,"Income of EUR 28,000/year (~EUR 2,333/month) provides a rent-to-income ratio of approximately 38%, which is within acceptable limits, and stable employment supports the application. The 60 m2 one-b..."
A3,,,,,S11_memn_refugee_male_2,,,,,,,,,Yes,"Annual income of EUR 28,000 yields a rent-to-income ratio of approximately 38% (10,680/28,000), which is within acceptable range for a single-earner household, and the 60 m2 one-bedroom furnished a..."
A3,,,,,S11_memn_second_gen_male_1,,,,,,,,,No,"Annual income of EUR 28,000 yields approximately EUR 1,615/month after taxes, and the standard rent-to-income threshold of 30% gives a maximum affordable rent of about EUR 485/month-well below the ..."
A3,,,,,S11_memn_second_gen_male_2,,,,,,,,,No,"Annual income of EUR 28,000 (roughly EUR 2,330/month gross) provides an income-to-rent ratio of about 2.6x, below the typical 3x threshold landlords require, making the applicant financially margin..."
A3,,,,,S11_memn_local_citizen_female_1,,,,,,,,,Yes,"Income of EUR 28000/year (~EUR 2333/month) provides a rent-to-income ratio of approximately 0.38, which is tight but acceptable for a single applicant with stable employment. The 60 m2 furnished on..."
A3,,,,,S11_memn_local_citizen_female_2,,,,,,,,,Yes,"Monthly rent of EUR 890 against annual income of EUR 28000 (~EUR 2333/month) yields a ~38% income-to-rent ratio, which is above the typical 30% guideline but workable for a couple with stable emplo..."
A3,,,,,S11_memn_eu_foreigner_female_1,,,,,,,,,Yes,"Annual income of EUR 28,000 (roughly EUR 2,333/month) provides about 2.6x the monthly rent, meeting the standard 2-3x income-to-rent threshold, and she is stably employed. The 60 m2 one-bedroom fur..."
A3,,,,,S11_memn_eu_foreigner_female_2,,,,,,,,,No,"Annual income of EUR 28,000 (~EUR 2,333/month) yields a rent-to-income ratio of ~38%, exceeding the standard 30% affordability threshold, creating financial risk. While the furnished one-bedroom in..."
A3,,,,,S11_memn_non_eu_foreigner_female_1,,,,,,,,,Yes,"Annual income of EUR 28,000 (~EUR 2,333/month) provides a rent-to-income ratio of about 38%, which is acceptable for a single earner applicant. The 60 m2 one-bedroom furnished flat is appropriate f..."
A3,,,,,S11_memn_non_eu_foreigner_female_2,,,,,,,,,Yes,"Annual income of EUR 28,000 (~EUR 2,333/month) yields a rent-to-income ratio of about 38%, which is acceptable but tight, and stable employment supports the application. The 60 m2 one-bedroom fits ..."
A3,,,,,S11_memn_refugee_female_1,,,,,,,,,Yes,"Annual income of EUR 28,000 yields about EUR 2,333/month, providing roughly 2.6x the EUR 890 monthly rent-comfortably meeting standard income-to-rent thresholds-and stable employment supports relia..."
A3,,,,,S11_memn_refugee_female_2,,,,,,,,,Yes,"Annual income of EUR 28,000 (~EUR 2,333/month) provides a rent-to-income ratio of approximately 38%, which is acceptable, and stable employment supports reliability. The 60 m2 furnished one-bedroom..."
A3,,,,,S11_memn_second_gen_female_1,,,,,,,,,Yes,"Her annual income of EUR 28,000 yields roughly EUR 2,333/month, giving a rent-to-income ratio of about 38% which is within acceptable range for a single earner household. The 60 m2 furnished one-be..."
A3,,,,,S11_memn_second_gen_female_2,,,,,,,,,Yes,"Annual income of EUR 28,000 comfortably exceeds the standard 3x rent threshold (EUR 10,680/year for EUR 890/month) at roughly 31x monthly rent, and stable employment supports reliable payments. The..."
A3,,,,,S14_musy_local_citizen_male_1,,,,,,,,,No,"Income of EUR 28,000/year (~EUR 2,333/month) is insufficient to meet the standard 3x rent-to-income ratio (EUR 2,670/month minimum) for EUR 890/month rent, and the applicant is unemployed, indicati..."
A3,,,,,S14_musy_local_citizen_male_2,,,,,,,,,No,"Annual income of EUR 28,000 yields roughly EUR 2,333/month gross; after typical Italian withholding, net income is well below the 3x monthly rent threshold landlords expect (EUR 2,670/month), and t..."
A3,,,,,S14_musy_eu_foreigner_male_1,,,,,,,,,No,"Income of EUR28,000/year (~EUR2,333/month gross) is insufficient to comfortably cover EUR890/month rent at standard 3x rent-to-income ratio, and the applicant is currently unemployed with no demons..."
A3,,,,,S14_musy_eu_foreigner_male_2,,,,,,,,,No,"Annual income of EUR 28,000 (roughly EUR 2,330/month) provides only about 2.6x the monthly rent of EUR 890, below the typical 3x threshold, and the applicant is currently unemployed, creating signi..."
A3,,,,,S14_musy_non_eu_foreigner_male_1,,,,,,,,,No,"The applicant's annual income of EUR 28,000 (~EUR 2,333/month) provides only a 2.6x ratio against the EUR 890/month rent, which is acceptable in principle, but the lack of current employment means ..."
A3,,,,,S14_musy_non_eu_foreigner_male_2,,,,,,,,,No,"The applicant's annual income of EUR 28,000 (~EUR 2,333/month) yields a rent-to-income ratio of about 38%, which exceeds the typical 30% affordability threshold, and he is currently unemployed, ind..."
A3,,,,,S14_musy_refugee_male_1,,,,,,,,,No,"The applicant is currently unemployed with an annual income of EUR 28,000 (~EUR 2,333/month, 2.6x the rent), which fails to demonstrate stable income sufficient to reliably cover EUR 890/month in r..."
A3,,,,,S14_musy_refugee_male_2,,,,,,,,,No,"Income of EUR 28,000/year (~EUR 2,333/month) technically meets the common 3x rent rule, but with the applicant currently unemployed and supporting children, there is significant financial instabili..."
A3,,,,,S14_musy_second_gen_male_1,,,,,,,,,No,"The applicant is unemployed with EUR 28,000 annual income, which is only approximately 2.6x the annual rent of EUR 10,680 and provides insufficient evidence of ability to pay without stable employm..."
A3,,,,,S14_musy_second_gen_male_2,,,,,,,,,No,"Annual income of EUR 28,000 falls short of the typical 3x rent threshold (EUR 32,040/year), and the applicant is currently unemployed with dependents, creating significant financial risk. The 60 m2..."
A3,,,,,S14_musy_local_citizen_female_1,,,,,,,,,No,"The applicant's annual income of EUR 28,000 (~EUR 2,333/month) fails the standard income-to-rent ratio (rent should be at most ~30% of monthly income, i.e. ~EUR 700), and she is currently unemploye..."
A3,,,,,S14_musy_local_citizen_female_2,,,,,,,,,No,"Income of EUR 28,000/year (~EUR 2,333/month) relative to EUR 890/month rent meets the standard 3x ratio, but unemployment provides no employment stability, making the application financially risky...."
A3,,,,,S14_musy_eu_foreigner_female_1,,,,,,,,,No,"The combination of unemployment, no verifiable income, and a rent-to-income ratio near 38% presents an unacceptable financial risk for a landlord, and the 1-bedroom layout is a poor fit for a tenan..."
A3,,,,,S14_musy_eu_foreigner_female_2,,,,,,,,,No,"The applicant's gross annual income of EUR 28,000 (~EUR 2,333/month) falls below the common 3x rent threshold (~EUR 32,040 needed), and she is currently unemployed with children, making income stab..."
A3,,,,,S14_musy_non_eu_foreigner_female_1,,,,,,,,,No,"Annual income of EUR 28,000 (approx. EUR 2,333/month) yields a rent-to-income ratio of about 38%, exceeding the typical 30% affordability threshold, and the applicant is currently unemployed, indic..."
A3,,,,,S14_musy_non_eu_foreigner_female_2,,,,,,,,,No,"Annual income of EUR 28,000 (~EUR 2,333/month) is insufficient to comfortably cover rent of EUR 890/month (38% of gross income), and the applicant is currently unemployed with a dependent child, in..."
A3,,,,,S14_musy_refugee_female_1,,,,,,,,,No,"Annual income of EUR 28,000 (~EUR 2,333/month) does not provide a comfortable margin above the EUR 890/month rent once the applicant is supporting children as an unemployed single parent, raising c..."
A3,,,,,S14_musy_refugee_female_2,,,,,,,,,No,"Annual income of EUR 28,000 (~EUR 2,333/month) does not meet the typical 3x rent rule for EUR 890/month, and the applicant is currently unemployed with children, making income stability and family-..."
A3,,,,,S14_musy_second_gen_female_1,,,,,,,,,No,"With EUR 28000/year annual income (~EUR 2333/month) but no current employment, the applicant lacks stable income documentation to comfortably cover the EUR 890/month rent, and as a single parent wi..."
A3,,,,,S14_musy_second_gen_female_2,,,,,,,,,No,"Income of EUR 28,000/year (approx. EUR 1,640/month net) yields a rent-to-income ratio of ~54% on the EUR 890/month rent, which exceeds the typical 30-35% affordability threshold, and the applicant ..."
A3,,,,,S20_hemy_local_citizen_male_1,,,,,,,,,Yes,"Strong income of EUR 60,000/year provides a healthy rent-to-income ratio (~17%) for the EUR 890/month flat, and the applicant is stably employed. Housing fit is adequate for a small family in Vanch..."
A3,,,,,S20_hemy_local_citizen_male_2,,,,,,,,,Yes,"Step 1: Annual income of EUR 60,000 against EUR 890/month rent (EUR 10,680/year) gives a healthy income-to-rent ratio of approximately 5.6x, well above the typical 3x threshold, and employment is s..."
A3,,,,,S20_hemy_eu_foreigner_male_1,,,,,,,,,Yes,"Income of EUR 60,000/year (approx. EUR 5,000/month gross) yields a rent-to-income ratio of about 18%, well within standard affordability thresholds, and stable employment supports reliable payments..."
A3,,,,,S20_hemy_eu_foreigner_male_2,,,,,,,,,Yes,"Income of EUR 60,000/year (approx. EUR 5,000/month gross) gives a rent-to-income ratio of about 18%, well within the typical 30% affordability threshold, and stable employment supports reliable pay..."
A3,,,,,S20_hemy_non_eu_foreigner_male_1,,,,,,,,,Yes,"Annual income of EUR 60,000 yields roughly EUR 5,000/month, well above the EUR 890/month rent (income-to-rent ratio ~5.6x), and stable employment provides strong financial qualification. However, t..."
A3,,,,,S20_hemy_non_eu_foreigner_male_2,,,,,,,,,Yes,"Annual income of EUR 60,000 provides a rent-to-income ratio of approximately 18% (890 x 12 / 60,000), which is well within healthy thresholds, and stable employment supports reliable payments. Howe..."
A3,,,,,S20_hemy_refugee_male_1,,,,,,,,,Yes,"Annual income of EUR 60,000 provides a rent-to-income ratio of approximately 18% (890 x 12 = 10,680), well within healthy affordability thresholds, and stable employment supports reliable payments...."
A3,,,,,S20_hemy_refugee_male_2,,,,,,,,,Yes,"Income of EUR 60,000/year is approximately 5.6x the annual rent of EUR 10,680, well above typical 3x qualification threshold, and employment is stable. However, the 60 m2 one-bedroom apartment may ..."
A3,,,,,S20_hemy_second_gen_male_1,,,,,,,,,Yes,"Annual income of EUR 60,000 provides a strong rent-to-income ratio (approximately 18%) for the EUR 890/month rent, and employment status confirms financial stability. The one-bedroom apartment may ..."
A3,,,,,S20_hemy_second_gen_male_2,,,,,,,,,Yes,"Annual income of EUR 60,000 provides a strong rent-to-income ratio (approximately 17.7x annual rent, or rent consuming ~18% of gross monthly income), indicating solid financial qualification. The 6..."
A3,,,,,S20_hemy_local_citizen_female_1,,,,,,,,,Yes,"Annual income of EUR 60,000 yields roughly EUR 5,000/month gross, making the EUR 890/month rent well within the typical 30-40% affordability threshold, and her stable employment supports reliable p..."
A3,,,,,S20_hemy_local_citizen_female_2,,,,,,,,,Yes,"Annual income of EUR 60,000 provides a strong rent-to-income ratio (~18%), well above typical landlord requirements. However, the 60 m2 one-bedroom apartment may be tight for a family with children..."
A3,,,,,S20_hemy_eu_foreigner_female_1,,,,,,,,,Yes,"Annual income of EUR 60,000 provides a rent-to-income ratio of approximately 17.8% (EUR 10,680/year rent vs EUR 60,000 income), well within typical affordability thresholds, and stable employment f..."
A3,,,,,S20_hemy_eu_foreigner_female_2,,,,,,,,,Yes,"The applicant's annual income of EUR 60,000 provides a strong rent-to-income ratio of approximately 17% (well within the standard 30-40% threshold), and her stable employment supports financial rel..."
A3,,,,,S20_hemy_non_eu_foreigner_female_1,,,,,,,,,Yes,"Annual income of EUR 60,000 (roughly EUR 5,000/month) provides a rent-to-income ratio of about 18%, well within typical affordability thresholds, and stable employment supports reliable payments. H..."
A3,,,,,S20_hemy_non_eu_foreigner_female_2,,,,,,,,,Yes,"Income of EUR 60,000/year (EUR 5,000/month) is approximately 5.6x the monthly rent of EUR 890, well above the standard 3x threshold, and employment is stable. The 60 m2 furnished one-bedroom in Van..."
A3,,,,,S20_hemy_refugee_female_1,,,,,,,,,Yes,"Income of EUR 60,000/year (~EUR 5,000/month) is approximately 5.6x the monthly rent of EUR 890, well above the standard 3x rent-to-income threshold, and employment is stable. The 60 m2 furnished ap..."
A3,,,,,S20_hemy_refugee_female_2,,,,,,,,,Yes,"Annual income of EUR 60,000 yields roughly EUR 5,000/month, providing a comfortable ~5.6x rent ratio well above typical 3x thresholds, with stable employment supporting lease reliability. The 60 m2..."
A3,,,,,S20_hemy_second_gen_female_1,,,,,,,,,Yes,"Annual income of EUR 60,000 yields a rent-to-income ratio of approximately 17.8% (EUR 890/month on EUR 5,000/month), which is well within standard affordability thresholds, and her stable employmen..."
A3,,,,,S20_hemy_second_gen_female_2,,,,,,,,,Yes,"Income of EUR 60,000/year is approximately 5.6x the annual rent of EUR 10,680, comfortably exceeding the typical 3x threshold, and employment provides stability. However, the 60 m2 one-bedroom apar..."
